VTD,PrecinctName,HD,tot14,stw14,sth14,votes_area
270690080,Jupiter Twp,1A,52,0.452050,0.307692,0.000141
270690085,Karlstad,1A,263,0.461203,0.314176,0.017532
270690090,Kennedy,1A,103,0.768252,0.613861,0.023173
270690092,Klondike Unorg,1A,0,0.000000,0.000000,0.000000
270690095,Lake Bronson,1A,74,0.693781,0.567568,0.013128
270690100,Lancaster,1A,164,0.653428,0.484277,0.006810
270690105,McKinley,1A,12,0.212951,0.083333,0.000025
270690110,North Red River,1A,0,0.000000,0.000000,0.000000
270690115,Norway Twp,1A,30,0.685478,0.466667,0.000083
270690118,Peatland Unorg,1A,3,0.333333,0.333333,0.000008
270690120,Pelan Twp,1A,20,0.539286,0.000000,0.000054
270690125,Percy Twp,1A,22,0.860173,0.727273,0.000060
270690130,Poppleton Twp,1A,50,0.658719,0.361702,0.000138
270690135,Richardville Twp,1A,56,0.509885,0.290909,0.000120
270690140,Saint Joseph Twp,1A,18,0.584874,0.333333,0.000039
270690145,Saint Vincent,1A,10,0.415873,0.444444,0.000893
270690150,Saint Vincent Twp,1A,38,0.425934,0.270270,0.000068
270690155,Skane Twp,1A,34,0.791010,0.718750,0.000093
270690160,South Red River Twp,1A,11,0.766465,0.636364,0.000059
270690165,Spring Brook Twp,1A,27,0.269128,0.185185,0.000073
270690170,Svea Twp,1A,23,0.680553,0.652174,0.000062
270690175,Tegner Twp,1A,22,0.544286,0.363636,0.000060
270690180,Teien Twp,1A,25,0.506778,0.541667,0.000083
270690185,Thompson Twp,1A,88,0.514121,0.356322,0.000237
270710005,Big Falls,3A,120,0.521123,0.529915,0.001927
270710023,Dinner Creek Unorg,3A,27,0.501385,0.333333,0.000007
270710050,International Falls East Ward,3A,720,0.651679,0.611348,0.024796
270710055,International Falls Center Ward,3A,667,0.689598,0.668712,0.034961
270710060,International Falls West Ward,3A,996,0.646368,0.639547,0.055217
270710070,Jameson Precinct,3A,75,0.511879,0.575342,0.000232
270710075,Koochiching Poll 1,3A,578,0.598273,0.620141,0.000962
270710080,Koochiching Poll 2,3A,275,0.604509,0.564576,0.000460
270710082,Koochiching Poll 4,3A,241,0.610023,0.621849,0.004423
270710083,Koochiching Poll 5,3A,241,0.620516,0.632911,0.000863
270710090,Littlefork,3A,276,0.605860,0.625468,0.022823
270710100,Mizpah,3A,22,0.306667,0.285714,0.000707
270710115,Northome,3A,59,0.623390,0.509091,0.003252
270710120,Ranier East Precinct,3A,97,0.649593,0.617021,0.035945
270710121,Ranier West Precinct,3A,189,0.747696,0.675532,0.022110
270710140,Scarlett Precinct,3A,52,0.547471,0.549020,0.000159
270710170,Meadowbrook Precinct,3A,58,0.400291,0.456140,0.000148
270710175,West Koochiching,3A,0,0.000000,0.000000,0.000000
270710180,Central Koochiching,3A,285,0.518453,0.556738,0.000049
270710185,Northwest Koochiching,3A,230,0.494950,0.556054,0.000052
270710190,Southeast Koochiching,3A,18,0.871136,0.777778,0.000006
270710195,Southwest Koochiching,3A,180,0.424517,0.386364,0.000040
270730005,Agassiz Twp,16A,37,0.486215,0.351351,0.000096
270730010,Arena Twp,16A,54,0.404554,0.333333,0.000141
270730015,Augusta Twp,16A,52,0.597391,0.509804,0.000176
270730020,Baxter Twp,16A,84,0.561383,0.523810,0.000227
270730025,Bellingham,16A,68,0.545353,0.447761,0.017012
270730030,Boyd,16A,59,0.714695,0.551724,0.011064
270730035,Camp Release Twp,16A,134,0.344633,0.325758,0.000442
270730040,Cerro Gordo Twp,16A,87,0.549927,0.459770,0.000234
270730045,Dawson,16A,567,0.629658,0.501773,0.038638
270730060,Freeland Twp,16A,49,0.565051,0.458333,0.000130
270730065,Garfield Twp,16A,54,0.661917,0.461538,0.000141
270730070,Hamlin Twp,16A,76,0.621669,0.500000,0.000204
270730075,Hantho Twp,16A,71,0.565046,0.394366,0.000207
270730080,Lac Qui Parle Twp,16A,90,0.585883,0.466667,0.000277
270730085,Lake Shore Twp,16A,91,0.597045,0.482759,0.000164
270730090,Louisburg,16A,25,0.627522,0.560000,0.009419
270730095,Madison,16A,630,0.594532,0.505582,0.061428
270730110,Madison Twp,16A,85,0.489172,0.416667,0.000235
270730115,Manfred Twp,16A,41,0.582708,0.536585,0.000119
270730120,Marietta,16A,68,0.569894,0.447761,0.017517
270730125,Maxwell Twp,16A,63,0.504578,0.301587,0.000168
270730130,Mehurin Twp,16A,32,0.631335,0.593750,0.000107
270730135,Nassau,16A,27,0.435630,0.370370,0.016451
270730140,Perry Twp,16A,43,0.365708,0.279070,0.000113
270730145,Providence Twp,16A,74,0.557405,0.459459,0.000199
270730150,Riverside Twp,16A,144,0.585314,0.447552,0.000403
270730155,Ten Mile Lake Twp,16A,67,0.583682,0.417910,0.000183
270730160,Walter Twp,16A,62,0.296002,0.193548,0.000207
270730165,Yellow Bank Twp,16A,64,0.305774,0.222222,0.000176
270750005,Beaver Bay,3A,66,0.512137,0.500000,0.008018
270750010,Beaver Bay Twp P-1,3A,125,0.513789,0.648000,0.000104
270750020,Beaver Bay Twp P-4,3A,139,0.575339,0.600000,0.000582
270750025,Crystal Bay Twp,3A,215,0.758425,0.827751,0.000099
270750035,Fall Lake Twp,3A,399,0.529397,0.668367,0.000066
270750040,Silver Bay P-1,3A,302,0.625493,0.696246,0.007583
270750050,Silver Bay P-2,3A,560,0.568514,0.684783,0.012944
270750060,Silver Creek Twp,3A,574,0.687324,0.697509,0.000188
270750065,Stony River Twp,3A,79,0.542071,0.602740,0.000013
270750070,Two Harbors W-1,3B,388,0.696997,0.723861,0.086742
270750080,Two Harbors W-2,3B,278,0.619286,0.608059,0.090206
270750090,Two Harbors W-3,3B,384,0.701873,0.671088,0.040180
270750105,Two Harbors W-4,3B,461,0.681506,0.681917,0.027545
270750110,Unorg Terr No 1,3A,70,0.637614,0.686567,0.000035
270750115,Unorg Terr No 2 Prec 1,3B,199,0.672625,0.703518,0.005416
270750120,Unorg Terr No 2 Prec 2,3B,323,0.621691,0.611987,0.003253
270750125,Unorg Terr No 2 Prec 3,3B,335,0.650601,0.637462,0.001559
270750130,Unorg Terr No 2 Prec 4,3A,193,0.671340,0.684211,0.000352
270750135,Unorg Terr No 2 Prec 5,3A,75,0.375369,0.338028,0.000039
270770005,1-A Baudette Unorg,2A,106,0.391391,0.405660,0.001805
270770010,1-B Baudette City,2A,259,0.536311,0.515748,0.016429
270770015,2-A Gudrid Unorg,2A,102,0.430099,0.460000,0.000336
270770020,2-B Baudette City,2A,199,0.386936,0.413265,0.010434
270770030,3-A Unorg,2A,174,0.398338,0.404762,0.000121
270770031,3-C S McDougald Unorg,2A,49,0.470345,0.375000,0.000298
270770035,3-D Forest Unorg,2A,38,0.368505,0.421053,0.000007
270770040,4-A Wheeler Unorg,2A,178,0.444508,0.482955,0.000881
270770044,4-B Wabanica Unorg,2A,220,0.482014,0.495283,0.000518
270770045,5-B Zippel Unorg,2A,59,0.385754,0.421053,0.000174
270770046,4-C N McDougald Unorg,2A,43,0.377569,0.395349,0.000216
270770050,5-A Unorg,2A,259,0.375402,0.341270,0.000218
270770055,3-B Williams City,2A,50,0.548814,0.551020,0.004971
270770065,2-C Unorg,2A,77,0.458518,0.413333,0.000035
270770070,5-C Northwest Angle,2A,76,0.317047,0.342105,0.000012
270770075,5-D Roosevelt,2A,0,0.000000,0.000000,0.000000
270770080,3-E Baudette City,2A,41,0.486448,0.500000,0.004045
270790005,Cleveland,20A,266,0.583134,0.498084,0.046299
270790010,Cleveland Twp,20A,317,0.487869,0.416129,0.000827
270790015,Cordova Twp,20B,166,0.595327,0.596273,0.000444
270790020,Derrynane Twp,20A,201,0.468379,0.373737,0.000540
270790025,Elysian,23B,293,0.507141,0.000000,0.019545
270790030,Elysian Twp,23B,440,0.444439,0.000000,0.001229
270790035,Heidelberg,20B,52,0.582512,0.583333,0.009528
270790040,Kasota,19A,187,0.632974,0.578378,0.014643
270790045,Kasota Twp P-1,19A,178,0.561617,0.514124,0.001870
270790047,Kasota Twp P-2,20A,477,0.531276,0.454936,0.001548
270790050,Kilkenny,20B,57,0.552767,0.543860,0.041110
270790055,Kilkenny Twp,20B,158,0.474953,0.483660,0.000425
270790062,Lanesburgh Twp,20B,755,0.423499,0.399725,0.002179
270790065,Le Center,20A,691,0.497753,0.408748,0.040008
270790075,Le Sueur W-1,20A,750,0.524373,0.460383,0.046817
270790080,Le Sueur W-2,20A,439,0.504474,0.466825,0.013377
270790085,Lexington Twp,20A,292,0.475740,0.384342,0.000819
270790087,Mankato,19A,0,0.000000,0.000000,0.000000
270790090,Montgomery,20B,917,0.551853,0.546265,0.035649
270790100,Montgomery Twp,20B,252,0.449311,0.427386,0.000720
270790105,New Prague,20A,995,0.457946,0.353306,0.062243
270790110,Ottawa Twp,20A,134,0.569180,0.488372,0.000854
270790115,Sharon Twp,20A,291,0.539561,0.460432,0.000789
270790120,Tyrone Twp,20A,235,0.558108,0.493506,0.000640
270790125,Washington Twp,20A,410,0.375275,0.313131,0.002642
270790130,Waterville,23B,554,0.562120,0.000000,0.022828
270790140,Waterville Twp,23B,281,0.451420,0.000000,0.000810
270810005,Alta Vista Twp,22A,86,0.546345,0.524390,0.000229
270810010,Arco,22A,50,0.579738,0.543478,0.013647
270810015,Ash Lake Twp,22A,88,0.613674,0.529412,0.000232
270810020,Diamond Lake Twp,22A,62,0.360984,0.306452,0.000164
270810025,Drammen Twp,22A,35,0.266835,0.257143,0.000088
270810030,Hansonville Twp,22A,42,0.525034,0.390244,0.000121
270810035,Hendricks,22A,238,0.502442,0.365639,0.021391
270810040,Hendricks Twp,22A,94,0.477678,0.384615,0.000251
270810045,Hope Twp,22A,107,0.411756,0.330097,0.000297
270810050,Ivanhoe,22A,277,0.634051,0.494297,0.029978
270810055,Lake Benton,22A,275,0.411663,0.360153,0.006373
270810060,Lake Benton Twp,22A,78,0.339886,0.285714,0.000231
270810065,Lake Stay Twp,22A,56,0.642445,0.454545,0.000151
270810070,Limestone Twp,22A,70,0.413763,0.371429,0.000196
270810075,Marble Twp,22A,59,0.651387,0.576271,0.000156
270810080,Marshfield Twp,22A,80,0.466491,0.379747,0.000215
270810085,Royal Twp,22A,79,0.581237,0.453333,0.000226
270810090,Shaokatan Twp,22A,103,0.468603,0.359223,0.000260
270810095,Tyler,22A,444,0.512559,0.440835,0.022962
270810100,Verdi Twp,22A,45,0.344570,0.272727,0.000113
270830005,Amiret Twp,22A,99,0.386282,0.244681,0.000265
270830010,Balaton,22A,208,0.488977,0.410891,0.012716
270830015,Clifton Twp,16A,83,0.400945,0.265060,0.000223
270830020,Coon Creek Twp,22A,108,0.484749,0.396226,0.000288
270830025,Cottonwood,16A,466,0.506183,0.338362,0.029482
270830030,Custer Twp,22A,66,0.460680,0.375000,0.000178
270830035,Eidsvold Twp,16A,99,0.469290,0.222222,0.000285
270830040,Fairview Twp,16A,142,0.361302,0.205674,0.000423
270830045,Florence,22A,16,0.564402,0.733333,0.010525
270830050,Garvin,22A,34,0.656628,0.548387,0.011358
270830055,Ghent,16A,122,0.563271,0.393443,0.036792
270830060,Grandview Twp,16A,141,0.367012,0.200000,0.000389
270830065,Island Lake Twp,16A,71,0.384799,0.197183,0.000190
270830070,Lake Marshall Twp,16A,234,0.346595,0.235043,0.000792
270830075,Lucas Twp,16A,89,0.411940,0.280899,0.000247
270830080,Lynd,16A,123,0.388477,0.308333,0.009853
270830085,Lynd Twp,16A,202,0.390869,0.316832,0.000558
270830090,Lyons Twp,22A,94,0.307199,0.225806,0.000257
270830095,Marshall W-1,16A,1135,0.478403,0.366548,0.040006
270830105,Marshall W-2,16A,1499,0.475376,0.340511,0.070301
270830115,Marshall W-3,16A,1256,0.473550,0.367494,0.022309
270830125,Minneota,16A,533,0.470320,0.266038,0.036472
270830130,Monroe Twp,22A,68,0.329054,0.298507,0.000193
270830135,Nordland Twp,16A,94,0.437547,0.212766,0.000259
270830140,Rock Lake Twp,22A,127,0.264959,0.260163,0.000357
270830145,Russell,22A,129,0.543523,0.423729,0.012759
270830150,Shelburne Twp,22A,62,0.398166,0.283333,0.000167
270830155,Sodus Twp,22A,127,0.357058,0.294118,0.000339
270830160,Stanley Twp,16A,95,0.305556,0.231579,0.000262
270830165,Taunton,16A,46,0.736883,0.543478,0.004433
270830170,Tracy,22A,659,0.560281,0.489922,0.028315
270830180,Vallers Twp,16A,91,0.449747,0.311111,0.000242
270830185,Westerheim Twp,16A,105,0.392075,0.304762,0.000281
270850005,Acoma Twp,18A,538,0.378322,0.311321,0.001500
270850010,Bergen Twp,18B,348,0.307712,0.232353,0.000960
270850015,Biscay,18B,41,0.540047,0.487179,0.053001
270850020,Brownton,18B,260,0.459722,0.406375,0.065174
270850025,Collins Twp,18B,178,0.429979,0.350575,0.000485
270850030,Glencoe P-1,18B,435,0.449129,0.367442,0.032645
270850035,Glencoe P-2,18B,406,0.440017,0.399497,0.080129
270850040,Glencoe P-3,18B,472,0.498472,0.418103,0.093492
270850045,Glencoe P-4,18B,390,0.435499,0.371053,0.045168
270850050,Glencoe Twp,18B,231,0.320949,0.264317,0.000669
270850055,Hale Twp,18B,341,0.429524,0.382789,0.000935
270850060,Hassan Valley Twp,18B,269,0.409951,0.340824,0.000779
270850065,Helen Twp,18B,344,0.362648,0.278592,0.000951
270850070,Hutchinson P-1,18B,1429,0.431451,0.380918,0.040638
270850075,Hutchinson P-2,18A,1444,0.453532,0.371002,0.059469
270850080,Hutchinson P-3,18A,1750,0.450201,0.363210,0.055911
270850095,Hutchinson Twp,18A,546,0.386577,0.316574,0.001541
270850100,Lester Prairie,18B,542,0.388962,0.290807,0.061239
270850105,Lynn Twp,18A,205,0.351541,0.272277,0.000603
270850110,Penn Twp,18B,121,0.363280,0.341667,0.000325
270850115,Plato,18B,125,0.433461,0.258065,0.035579
270850120,Rich Valley Twp,18B,287,0.395771,0.333333,0.000769
270850125,Round Grove Twp,18B,93,0.394831,0.365591,0.000250
270850130,Silver Lake,18B,243,0.519348,0.491597,0.057750
270850135,Stewart,18B,185,0.511924,0.438202,0.022162
270850140,Sumter Twp,18B,197,0.388838,0.279793,0.000535
270850145,Winsted,18B,709,0.364629,0.273256,0.037498
270850150,Winsted Twp,18B,366,0.400026,0.333333,0.001042
270870005,Beaulieu Twp,2B,33,0.448531,0.419355,0.000090
270870010,Bejou,2B,38,0.767452,0.684211,0.012858
270870015,Bejou Twp,2B,39,0.542836,0.405405,0.000101
270870020,Chief Twp,2B,51,0.553580,0.431373,0.000136
270870025,Clover Twp,2B,18,0.596390,0.555556,0.000049
270870030,Gregory Twp,2B,42,0.573619,0.547619,0.000112
270870035,Heier Twp,2B,57,0.628111,0.491228,0.000152
270870040,Island Lake Twp,2B,86,0.503935,0.392857,0.000228
270870045,La Garde Twp,2B,63,0.448232,0.360656,0.000171
270870050,Lake Grove Twp,2B,74,0.561402,0.486111,0.000197
270870055,Mahnomen,2B,410,0.643683,0.606061,0.038928
270870060,Marsh Creek Twp,2B,60,0.502859,0.438596,0.000154
270870065,Oakland Twp,2B,91,0.454006,0.482759,0.000248
270870070,Pembina Twp,2B,198,0.562821,0.448980,0.000526
270870075,Popple Grove Twp,2B,48,0.581251,0.446809,0.000126
270870080,Rosedale Twp,2B,82,0.484445,0.454545,0.000219
270870085,Twin Lakes Twp,2B,152,0.810736,0.782609,0.000409
270870090,Little Elbow Twp,2B,94,0.789549,0.758242,0.000255
270870095,Waubun,2B,118,0.661373,0.589744,0.012916
270890005,Agder Twp,1A,48,0.408898,0.152174,0.000105
270890010,Alma Twp,1A,43,0.579798,0.348837,0.000114
270890015,Alvarado,1A,104,0.512363,0.288660,0.048256
270890020,Argyle,1A,299,0.545739,0.416084,0.019131
270890025,Augsburg Twp,1A,28,0.387148,0.285714,0.000075
270890030,Big Woods Twp,1A,18,0.498539,0.235294,0.000056
270890035,Bloomer Twp,1A,47,0.600148,0.363636,0.000125
270890040,Boxville Twp,1A,21,0.393382,0.368421,0.000238
270890045,Cedar Twp,1A,41,0.378045,0.350000,0.000110
270890050,Como Twp,1A,25,0.695738,0.280000,0.000067
270890055,Comstock Twp,1A,66,0.460976,0.444444,0.000142
270890060,Donnelly Twp,1A,12,0.083333,0.083333,0.000032
270890065,Eagle Point Twp,1A,3,0.000000,0.000000,0.000010
270890070,East Park Twp,1A,6,0.746667,0.500000,0.000016
270890075,East Valley Twp,1A,14,0.309524,0.285714,0.000039
270890080,Eckvoll Twp,1A,35,0.605463,0.323529,0.000095
270890085,Espelie Twp,1A,22,0.583179,0.476190,0.000048
270890090,Excel Twp,1A,125,0.570514,0.362903,0.000259
270890095,Foldahl Twp,1A,42,0.548359,0.390244,0.000112
270890100,Fork Twp,1A,6,0.333333,0.333333,0.000021
270890105,Grand Plain Twp,1A,26,0.543263,0.125000,0.000056
270890110,Grygla,1A,77,0.694791,0.400000,0.022226
270890115,Holt,1A,33,0.628148,0.468750,0.003191
270890120,Holt Twp,1A,62,0.489637,0.338710,0.000178
270890125,Huntly Twp,1A,30,0.569453,0.241379,0.000079
270890130,Lincoln Twp,1A,49,0.619907,0.400000,0.000134
270890135,Linsell Twp,1A,8,0.708333,0.500000,0.000022
270890140,McCrea Twp,1A,126,0.388657,0.296610,0.000272
270890145,Marsh Grove Twp,1A,63,0.331387,0.274194,0.000170
270890150,Middle River,1A,121,0.636006,0.452991,0.023775
270890155,Middle River Twp,1A,43,0.468399,0.380952,0.000120
270890160,Moose River Twp,1A,15,0.287619,0.200000,0.000041
270890165,Moylan Twp,1A,53,0.591944,0.403846,0.000114
270890166,Mud Lake Unorg,1A,0,0.000000,0.000000,0.000000
270890170,Nelson Park Twp,1A,61,0.530494,0.392857,0.000163
270890175,Newfolden,1A,127,0.486289,0.311475,0.012117
270890180,New Folden Twp,1A,98,0.393404,0.333333,0.000272
270890185,New Maine Twp,1A,86,0.557207,0.418605,0.000225
270890190,New Solum Twp,1A,123,0.447685,0.333333,0.000258
270890195,Oak Park Twp,1A,66,0.531483,0.403226,0.000163
270890200,Oslo,1A,88,0.753070,0.457831,0.026196
270890205,Parker Twp,1A,20,0.621765,0.450000,0.000054
270890210,Rollis Twp,1A,65,0.566384,0.384615,0.000175
270890215,Sinnott Twp,1A,15,0.480000,0.333333,0.000040
270890220,Spruce Valley Twp,1A,87,0.495706,0.298851,0.000233
270890225,Stephen,1A,283,0.581997,0.389892,0.033790
270890230,Strandquist,1A,41,0.840714,0.560976,0.015428
270890235,Tamarac Twp,1A,39,0.463293,0.333333,0.000107
270890240,Thief Lake Twp,1A,29,0.775051,0.655172,0.000077
270890245,Valley Twp,1A,73,0.463136,0.369863,0.000208
270890250,Vega Twp,1A,68,0.432276,0.323077,0.000146
270890255,Veldt Twp,1A,20,0.531579,0.400000,0.000055
270890260,Viking,1A,35,0.442759,0.323529,0.006593
270890265,Viking Twp,1A,83,0.480724,0.415584,0.000179
270890270,Wanger Twp,1A,37,0.551582,0.441176,0.000099
270890275,Warren W-1,1A,414,0.457397,0.388060,0.071743
270890280,Warren W-2,1A,321,0.413561,0.338710,0.047482
270890285,Warrenton Twp,1A,51,0.288475,0.220000,0.000139
270890290,West Valley Twp,1A,49,0.462333,0.333333,0.000131
270890295,Whiteford Twp,1A,22,0.713888,0.476190,0.000059
270890300,Wright Twp,1A,52,0.465099,0.235294,0.000140
270910005,Cedar Twp,23A,110,0.330741,0.229358,0.000298
270910010,Center Creek Twp,23A,92,0.345481,0.340659,0.000252
270910015,Ceylon,23A,142,0.582696,0.553957,0.022718
270910020,Dunnell,23A,102,0.540268,0.438776,0.033830
270910025,East Chain Twp,23A,133,0.252821,0.270677,0.000358
270910030,Elm Creek Twp,23A,90,0.392077,0.363636,0.000242
270910035,Fairmont W-1 P-1,23A,493,0.366124,0.372188,0.022296
270910040,Fairmont W-1 P-2,23A,704,0.392753,0.430813,0.015967
270910050,Fairmont W-2 P-1,23A,486,0.433032,0.443299,0.055002
270910055,Fairmont W-2 P-2,23A,614,0.405856,0.440984,0.058145
270910065,Fairmont W-3 P-1,23A,318,0.498789,0.511041,0.112832
270910070,Fairmont W-3 P-2,23A,384,0.395733,0.406824,0.017403
270910080,Fairmont W-4 P-1,23A,380,0.396011,0.386243,0.012750
270910085,Fairmont W-4 P-2,23A,312,0.501824,0.485437,0.009281
270910095,Fairmont Twp,23A,140,0.326855,0.347826,0.000620
270910100,Fox Lake Twp,23A,128,0.398701,0.437500,0.000349
270910105,Fraser Twp,23A,104,0.277780,0.269231,0.000276
270910110,Galena Twp,23A,101,0.375026,0.333333,0.000277
270910115,Granada,23A,131,0.505222,0.500000,0.022336
270910120,Jay Twp,23A,109,0.289969,0.247706,0.000293
270910125,Lake Belt Twp,23A,95,0.370929,0.326316,0.000259
270910130,Lake Fremont Twp,23A,69,0.365247,0.318841,0.000186
270910135,Manyaska Twp,23A,154,0.368565,0.339869,0.000435
270910140,Nashville Twp,23A,85,0.308709,0.317647,0.000227
270910145,Northrop,23A,101,0.443132,0.405941,0.087915
270910150,Ormsby,23A,20,0.617643,0.400000,0.019396
270910155,Pleasant Prairie Twp,23A,95,0.459431,0.595745,0.000257
270910160,Rolling Green Twp,23A,109,0.356513,0.425926,0.000304
270910165,Rutland Twp,23A,177,0.365145,0.400000,0.000464
270910170,Sherburn,23A,411,0.442767,0.428571,0.044032
270910175,Silver Lake Twp,23A,237,0.356060,0.360169,0.000614
270910180,Tenhassen Twp,23A,127,0.344354,0.285714,0.000336
270910185,Trimont,23A,281,0.441949,0.408759,0.034600
270910195,Truman,23A,412,0.430435,0.391626,0.036325
270910200,Waverly Twp,23A,86,0.522288,0.376471,0.000227
270910205,Welcome,23A,269,0.511003,0.505618,0.018007
270910210,Westford Twp,23A,131,0.313988,0.328244,0.000348
270930005,Acton Twp,18A,165,0.590347,0.444444,0.000451
270930010,Cedar Mills,18A,17,0.393929,0.176471,0.005126
270930015,Cedar Mills Twp,18A,182,0.378946,0.297753,0.000451
270930020,Collinwood Twp,18A,485,0.326733,0.231733,0.001305
270930025,Cosmos,18A,160,0.581128,0.448718,0.015551
270930030,Cosmos Twp,18A,79,0.428914,0.307692,0.000218
270930035,Danielson Twp,18A,133,0.493835,0.346154,0.000359
270930040,Darwin,18A,137,0.404746,0.350365,0.006301
270930045,Darwin Twp,18A,341,0.463982,0.345345,0.000984
270930050,Dassel,18A,541,0.423618,0.309568,0.031358
270930055,Dassel Twp,18A,685,0.392050,0.277037,0.001947
270930060,Eden Valley,18A,153,0.537678,0.375839,0.018521
270930065,Ellsworth Twp,18A,413,0.343744,0.264198,0.001105
270930070,Forest City Twp,18A,300,0.476252,0.327703,0.000815
270930075,Forest Prairie Twp,18A,335,0.465795,0.259036,0.000924
270930080,Greenleaf Twp,18A,348,0.484971,0.367647,0.000870
270930085,Grove City,18A,212,0.559414,0.424390,0.034495
270930090,Harvey Twp,18A,158,0.490845,0.291391,0.000394
270930095,Kingston,18A,68,0.368320,0.281250,0.011904
270930100,Kingston Twp,18A,538,0.340377,0.277778,0.000977
270930105,Litchfield W-1,18A,517,0.517352,0.331325,0.049024
270930110,Litchfield W-2,18A,531,0.556830,0.411650,0.070649
270930115,Litchfield W-3,18A,466,0.509576,0.333333,0.053948
270930120,Litchfield W-4,18A,545,0.532429,0.358209,0.026262
270930125,Litchfield W-5,18A,407,0.533567,0.366412,0.051915
270930130,Litchfield Twp,18A,417,0.454123,0.323671,0.001202
270930135,Manannah Twp,18A,194,0.497938,0.324742,0.000491
270930140,Swede Grove Twp,18A,148,0.439596,0.279720,0.000404
270930145,Union Grove Twp,18A,276,0.415724,0.301471,0.000745
270930150,Watkins,18A,285,0.535264,0.281369,0.041994
270950005,Bock,15A,24,0.358959,0.291667,0.014002
270950010,Bogus Brook Twp,15A,514,0.392782,0.293542,0.001375
270950015,Borgholm Twp,15A,629,0.474835,0.399031,0.001752
270950020,Bradbury Twp,15A,67,0.489919,0.378788,0.000178
270950025,Dailey Twp,15A,77,0.365846,0.293333,0.000240
270950030,East Side Twp,15A,337,0.546215,0.437126,0.000857
270950035,Foreston,15A,139,0.514641,0.444444,0.009363
270950040,Greenbush Twp,15A,456,0.396058,0.305310,0.001190
270950045,Hayland Twp,15A,190,0.513715,0.437158,0.000514
270950050,Isle,15A,321,0.544308,0.391720,0.010485
270950055,Isle Harbor Twp,15A,212,0.498574,0.365385,0.000648
270950060,Kathio Twp,15A,402,0.677776,0.597990,0.000538
270950065,Lewis Twp,15A,14,0.526154,0.384615,0.000038
270950070,Milaca,15A,952,0.527608,0.435016,0.029414
270950075,Milaca Twp,15A,601,0.394263,0.302876,0.001768
270950080,Milo Twp,15A,574,0.361932,0.301587,0.001606
270950085,Mudgett Twp,15A,40,0.502063,0.358974,0.000129
270950090,Onamia,15A,307,0.647841,0.498221,0.029795
270950095,Onamia Twp,15A,201,0.590292,0.494898,0.000541
270950100,Page Twp,15A,252,0.461343,0.340081,0.000684
270950105,Pease,15A,70,0.476172,0.323529,0.013068
270950110,Princeton,15A,1422,0.549005,0.433908,0.036173
270950115,Princeton Twp,15A,811,0.450156,0.349938,0.002430
270950120,South Harbor Twp,15A,311,0.433632,0.301948,0.000403
270950125,Wahkon,15A,109,0.617502,0.458716,0.010965
270970005,Agram Twp,9B,262,0.409147,0.445312,0.001268
270970010,Belle Prairie Twp,9B,301,0.360968,0.341137,0.000672
270970015,Bellevue Twp,9B,446,0.395015,0.404545,0.000945
270970020,Bowlus,9B,97,0.487344,0.559140,0.007390
270970025,Buckman,9B,93,0.410877,0.521739,0.008926
270970030,Buckman Twp,9B,279,0.345301,0.402878,0.000496
270970035,Buh Twp,9B,215,0.393650,0.395238,0.000581
270970045,Culdrum Twp,9B,191,0.391475,0.324324,0.000547
270970050,Cushing Twp,9B,287,0.449289,0.406360,0.000348
270970055,Darling Twp,9B,245,0.395846,0.374486,0.000693
270970060,Elmdale,9B,48,0.434421,0.446809,0.001355
270970065,Elmdale Twp,9B,382,0.301961,0.338624,0.000934
270970070,Flensburg,9B,103,0.525473,0.515152,0.001423
270970075,Genola,9B,25,0.471014,0.541667,0.007791
270970080,Granite Twp,9B,207,0.416262,0.490099,0.000554
270970085,Green Prairie Twp,9B,322,0.430406,0.396875,0.001865
270970090,Harding,9B,46,0.604480,0.565217,0.001439
270970095,Hillman,9B,15,0.792308,0.733333,0.002359
270970100,Hillman Twp,9B,79,0.496467,0.467532,0.000271
270970105,Lakin Twp,15B,142,0.534519,0.525547,0.000384
270970110,Lastrup,9B,46,0.570215,0.644444,0.010045
270970115,Leigh Twp,9B,76,0.504193,0.466667,0.000205
270970120,Little Falls W-1,9B,1022,0.560355,0.511928,0.054773
270970125,Little Falls W-2,9B,1448,0.490875,0.433170,0.031642
270970130,Little Falls W-3,9B,823,0.507968,0.449257,0.030585
270970135,Little Falls Twp,9B,743,0.446977,0.389417,0.001997
270970140,Morrill Twp,15B,213,0.512296,0.482412,0.000587
270970145,Motley,9B,181,0.489415,0.573034,0.014032
270970150,Motley Twp,9B,102,0.369019,0.401961,0.000612
270970155,Mount Morris Twp,9B,40,0.527517,0.641026,0.000129
270970160,Parker Twp,9B,195,0.450643,0.438144,0.000493
270970165,Pierz,9B,550,0.455759,0.523105,0.039527
270970170,Pierz Twp,9B,183,0.382368,0.525424,0.000631
270970175,Pike Creek Twp,9B,423,0.426241,0.375297,0.001212
270970180,Platte Twp,9B,128,0.442730,0.396694,0.000348
270970185,Pulaski Twp,9B,129,0.504447,0.598425,0.000384
270970195,Randall,9B,203,0.452158,0.404040,0.009826
270970200,Richardson Twp,9B,205,0.371043,0.415842,0.000550
270970205,Ripley Twp,9B,319,0.428952,0.386581,0.000640
270970210,Rosing Twp,9B,79,0.284806,0.256410,0.000395
270970215,Royalton,9B,370,0.474834,0.509537,0.022315
